10838045,JA140334,02-02-2017 20:30,031XX N RIDGEWAY AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,2523,25,1150946,1920495,30,21,6,2017,02/14/2017 03:49:42 PM,41.93773182,-87.72065641,"(41.937731824, -87.720656406)"
10838051,JA140461,02-02-2017 12:00,025XX N LOCKWOOD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2515,25,1140615,1916600,31,19,6,2017,02/14/2017 03:49:42 PM,41.92723987,-87.75872115,"(41.927239873, -87.75872115)"
10838052,JA140365,02-03-2017 14:15,012XX N SEDGWICK ST,031A,BURGLARY,ARMED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1821,18,1173439,1908337,27,8,3,2017,02/14/2017 03:49:42 PM,41.90389886,-87.63835295,"(41.903898862, -87.638352949)"
10838053,JA140407,02-03-2017 14:51,047XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,223,2,1182389,1873821,4,38,6,2017,02/14/2017 03:49:42 PM,41.80898136,-87.60655105,"(41.808981361, -87.606551046)"
10838054,JA140385,02-03-2017 14:25,014XX W MORSE AVE,330,BURGLARY,AGGRAVATED,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2431,24,1165410,1946171,49,1,3,2017,02/14/2017 03:49:42 PM,42.00789172,-87.66676432,"(42.007891717, -87.666764317)"
10838055,JA140232,02-03-2017 11:40,107XX S FOREST AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,513,5,1180149,1833866,9,49,5,2017,02/14/2017 03:49:42 PM,41.69939212,-87.61598873,"(41.699392122, -87.615988729)"
10838061,JA140484,02-02-2017 18:45,045XX N MAPLEWOOD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1911,19,1158556,1930033,47,4,6,2017,02/14/2017 03:49:42 PM,41.96375202,-87.69242602,"(41.96375202, -87.692426019)"
10838062,JA140479,02-03-2017 06:00,006XX N ST CLAIR ST,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1834,18,1177716,1904970,42,8,6,2017,02/14/2017 03:49:42 PM,41.8945635,-87.62274511,"(41.894563504, -87.622745105)"
10838063,JA140499,02-03-2017 14:00,100XX W OHARE ST,890,THEFT,FROM BUILDING,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,FALSE,FALSE,1651,16,1100658,1934241,41,76,6,2017,02/14/2017 03:49:42 PM,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
10838070,JA140288,02-03-2017 13:00,052XX W MADISON ST,860,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,1522,15,1141512,1899523,28,25,6,2017,02/14/2017 03:49:42 PM,41.88036208,-87.75584744,"(41.880362084, -87.755847438)"
10838071,JA140374,02-03-2017 13:00,030XX N SAYRE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2511,25,1129062,1919282,36,18,5,2017,02/14/2017 03:49:42 PM,41.93480422,-87.80111325,"(41.934804215, -87.801113253)"
10838075,JA140452,02-03-2017 15:00,038XX W ROOSEVELT RD,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,TRUE,FALSE,1011,10,1151018,1894438,24,29,18,2017,02/14/2017 03:49:42 PM,41.86622745,-87.72107526,"(41.866227446, -87.721075261)"
10838082,JA140383,02-03-2017 14:14,029XX N NATCHEZ AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2511,25,1132575,1918808,36,19,5,2017,02/14/2017 03:49:42 PM,41.93344293,-87.78821374,"(41.933442934, -87.788213738)"
10838088,JA140486,01/16/2017 06:00:00 AM,020XX N AUSTIN AVE,610,BURGLARY,FORCIBLE ENTRY,OTHER,FALSE,FALSE,2515,25,1136075,1912924,29,19,5,2017,02/14/2017 03:49:42 PM,41.91723478,-87.7754919,"(41.917234781, -87.775491899)"
10838091,JA140471,02-03-2017 15:00,047XX N LAWNDALE AVE,312,BURGLARY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,FALSE,FALSE,1723,17,1150870,1931144,33,14,3,2017,02/14/2017 03:49:42 PM,41.96695496,-87.72065594,"(41.966954959, -87.720655936)"
10838094,JA140483,02-03-2017 15:06,055XX S HERMITAGE AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,TRUE,FALSE,715,7,1165625,1867846,15,67,18,2017,02/14/2017 03:49:42 PM,41.79295783,-87.66820751,"(41.792957825, -87.668207511)"
10838095,JA140469,02-02-2017 10:30,022XX W LOGAN BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1432,14,1160833,1918219,1,22,6,2017,02/14/2017 03:49:42 PM,41.93128669,-87.68438309,"(41.931286689, -87.684383086)"
10838097,JA140209,02-03-2017 11:30,079XX S LAFAYETTE AVE,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,GAS STATION,TRUE,FALSE,623,6,1177312,1852570,17,44,04A,2017,02/14/2017 03:49:42 PM,41.75078272,-87.62581362,"(41.750782715, -87.625813624)"
10838105,JA140331,02-02-2017 21:00,041XX N LAVERGNE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1624,16,1142279,1926996,45,15,14,2017,02/14/2017 03:49:42 PM,41.95573672,-87.75234765,"(41.955736723, -87.752347649)"
10838107,JA139703,02-02-2017 21:15,042XX W AUGUSTA BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1111,11,1147950,1906331,37,23,14,2017,02/14/2017 03:49:42 PM,41.89892268,-87.73203234,"(41.898922677, -87.732032344)"
